id	context	tone	vars	chars_ko	ko	en	ja	zh_cn
day.napMorning	하루 결산/일지 문구	혼잣말·반말	{e}	37	😴 결국 졸음을 이기지 못했다 — 눈을 뜨니 아침이다 (⚡{e})	😴 Sleep finally won — you wake and it's morning (⚡{e})	😴 結局、眠気には勝てなかった — 目を開けると朝だ (⚡{e})	
day.expNight	하루 결산/일지 문구	혼잣말·반말		27	🌒 밤새 폐허를 뒤졌다 — 동틀 녘에야 돌아왔다	🌒 You scavenged through the night — back only at first light	🌒 夜通し廃墟を漁った — 明け方になってようやく帰ってきた	
sleep.noteCollapse	취침·기상 문구	혼잣말·반말	{e}	35	😵 결국 쓰러지듯 잠들었다 — 눈을 뜨니 아침이다 (⚡{e})	😵 Finally collapsed into sleep — waking, it's already morning (⚡{e})	😵 結局、倒れ込むように眠った — 目を開けると朝だ (⚡{e})	
sleep.collapse	취침·기상 문구	혼잣말·반말	{e}	28	😵 새벽까지 버티다 쓰러지듯 잠들었다 (⚡{e})	😵 Held out till dawn, then collapsed into sleep (⚡{e})	😵 明け方まで粘って、倒れ込むように眠った (⚡{e})	
sleep.confirm	취침·기상 문구	혼잣말·반말	{cur} {to}	27	지금 자면 에너지 {cur} → {to}. 잘까?	Sleeping now restores energy {cur} → {to}. Turn in?	今眠ればエネルギー {cur} → {to}。眠ろうか?	
sleep.confirmYes	취침·기상 문구	혼잣말·반말		2	잔다	Sleep	寝る	
eat.noFood	일반 UI	혼잣말·반말		22	먹을 게 없다 — 주거지역에 다녀와야겠다	No food — explore the residential district	食べるものがない — 住宅地区に行ってこないと	
eat.full	일반 UI	혼잣말·반말		7	아직 배부르다	Still full	まだ満腹だ	
eat.done	일반 UI	혼잣말·반말		12	🍎 먹었다 (+45)	🍎 Had a meal (+45)	🍎 食べた (+45)	
eat.doneCanned	일반 UI	혼잣말·반말		16	🥫 통조림을 땄다 (+45)	🥫 Had a meal of canned food (+45)	🥫 缶詰を開けた (+45)	
drink.noWater	일반 UI	혼잣말·반말		8	마실 물이 없다	No clean water	飲み水がない	
drink.full	일반 UI	혼잣말·반말		10	아직 목마르지 않다	Not thirsty	まだ喉は渇いていない	
drink.done	일반 UI	혼잣말·반말		15	💧 물을 마셨다 (+45)	💧 Drank water (+45)	💧 水を飲んだ (+45)	
pause.blocked	일시정지	시스템·다나까		8	일시정지 중이다	Game is paused	一時停止中だ	
opt.autoplay	환경설정 항목	시스템·다나까		5	자동 진행	Auto-play	自動進行	
opt.confirmActions	환경설정 항목	시스템·다나까		8	즉시 행동 확인	Confirm actions	即時行動の確認	
opt.confirmActions.title	환경설정 항목	시스템·다나까		21	먹기·마시기·청소 전에 확인창을 띄운다	Ask before eating, drinking, or cleaning	食べる・飲む・掃除の前に確認ウィンドウを出す	
opt.autoplay.title	환경설정 항목	시스템·다나까		29	Day 10부터 — 치료·청소·탐험을 알아서 처리한다	Available from Day 10 — automatically handles treatment, cleaning, and expeditions	Day 10から — 治療・掃除・探索を自動でこなす	
opt.autoplay.locked	환경설정 항목	시스템·다나까		8	Day 10부터	From Day 10	Day 10から	
auto.treat	자동 진행 에이전트	시스템·다나까	{name}	23	🤖 [자동] {name}을(를) 치료했다	🤖 [Auto] Treated {name}	🤖 [自動] {name}を治療した	
auto.clean	자동 진행 에이전트	시스템·다나까		15	🤖 [자동] 집을 청소했다	🤖 [Auto] Cleaned the shelter	🤖 [自動] 家を掃除した	
auto.depart	자동 진행 에이전트	시스템·다나까	{emoji} {name} {josa}	36	🤖 [자동] {emoji} {name}{josa} 탐험을 나섰다	🤖 [Auto] Departed for {emoji} {name}	🤖 [自動] {emoji} {name}へ探索に出た	
auto.locked	자동 진행 에이전트	시스템·다나까		12	Day 10부터 열린다	Unlocks on Day 10	Day 10から解放される	
auto.on	자동 진행 에이전트	시스템·다나까		11	🤖 자동 진행 켜짐	🤖 Auto-play on	🤖 自動進行オン	
auto.off	자동 진행 에이전트	시스템·다나까		11	🤖 자동 진행 꺼짐	🤖 Auto-play off	🤖 自動進行オフ	
btn.auto.title	버튼 라벨(짧게 — 잘림 주의)	라벨(명사구)		15	자동 진행 (Day 10+)	Auto-play (Day 10+)	自動進行 (Day 10+)	
btn.edit.title	버튼 라벨(짧게 — 잘림 주의)	라벨(명사구)		16	배치 모드 — 가구 이동/회수	Arrange mode — move/reclaim furniture	配置モード — 家具の移動/回収	
edit.on	일반 UI	라벨(명사구)		27	🔧 배치 모드 — 가구를 옮기고 회수할 수 있다	🔧 Arrange mode — you can move and reclaim furniture	🔧 配置モード — 家具を動かして回収できる	
edit.off	일반 UI	라벨(명사구)		8	배치 모드 해제	Arrange mode off	配置モード解除	
btn.uiToggle.title	버튼 라벨(짧게 — 잘림 주의)	라벨(명사구)		15	게임 UI 숨기기 / 보이기	Hide / show game UI	ゲームUIの表示/非表示	
ui.hidden	일반 UI	라벨(명사구)		20	👁 게임 UI 숨김 — 조작만 남김	👁 Game UI hidden — controls only	👁 ゲームUI非表示 — 操作のみ表示	
ui.shown	일반 UI	라벨(명사구)		8	게임 UI 표시	Game UI shown	ゲームUI表示	
panel.collapse	일반 UI	라벨(명사구)		6	접기/펼치기	Collapse / expand	折りたたみ/展開	
panel.hud	일반 UI	라벨(명사구)		2	거점	Base	拠点	
panel.exp	일반 UI	라벨(명사구)		2	탐험	Expedition	探索	
panel.render	일반 UI	라벨(명사구)		2	설정	Settings	設定	
panel.clock	일반 UI	라벨(명사구)		2	시계	Clock	時計	
panel.res	일반 UI	라벨(명사구)		2	자원	Resources	資源	
weather.changed	일반 UI	라벨(명사구)	{name} {josa}	21	날씨가 {name}{josa} 바뀌었다	The weather turned to {name}	天気が{name}に変わった	
rotate.noSpace	일반 UI	라벨(명사구)		9	돌릴 자리가 없다	No room to rotate	回すスペースがない	
drop.child	일반 UI	라벨(명사구)	{emoji} {name}	32	{emoji} {name}이(가) 자리를 잃어 도로 거뒀다	{emoji} {name} lost its spot and was reclaimed	{emoji} {name}が置き場を失い、回収した	
clean.already	일반 UI	라벨(명사구)		7	이미 깨끗하다	Already clean	もうきれいだ	
clean.tooTired	일반 UI	라벨(명사구)		14	⚡ 청소할 힘도 안 남았다	⚡ Too tired to clean	⚡ 掃除する力も残っていない	
clean.needWater	일반 UI	라벨(명사구)		16	물이 있어야 닦는다 (💧1)	You need clean water (💧1)	水がないと拭けない (💧1)	
clean.done	일반 UI	라벨(명사구)	{n}	25	🧹 쓸고 닦았다 — 청결 {n} (💧-1)	🧹 Cleaned — cleanliness {n} (💧water -1)	🧹 掃いて拭いた — 清潔 {n} (💧-1)	
clean.note	일반 UI	라벨(명사구)		16	집을 쓸고 닦았다. (+20)	Cleaned the shelter. (+20)	家を掃いて拭いた。(+20)	
save.corrupt	저장 관련	시스템·다나까		23	⚠️ 세이브가 깨져 어제 백업으로 되돌렸다	⚠️ Save was corrupted — restored from yesterday’s backup	⚠️ セーブが壊れていたので昨日のバックアップに戻した	
err.global	일반 UI	시스템·다나까		20	⚠️ 오류가 났지만 세이브는 무사하다	⚠️ An error occurred, but your save is safe	⚠️ エラーが起きたが、セーブは無事だ	
save.exportNone	저장 관련	시스템·다나까		11	내보낼 세이브가 없다	No save to export	エクスポートするセーブがない	
save.exported	저장 관련	시스템·다나까		15	💾 세이브 파일을 내보냈다	💾 Save file exported	💾 セーブファイルをエクスポートした	
save.invalidFile	저장 관련	시스템·다나까		11	세이브 파일이 아니다	Not a valid save file	セーブファイルではない	
save.overwrite	저장 관련	시스템·다나까	{n}	22	슬롯 {n}(현재)의 세이브를 덮어쓸까?	Overwrite the save in slot {n} (current)?	スロット{n}(現在)のセーブを上書きするか?	
save.failed	저장 관련	시스템·다나까		8	저장하지 못했다	Failed to save	セーブできなかった	
save.done	저장 관련	시스템·다나까	{n}	17	💾 저장 완료 (슬롯 {n})	💾 Saved (slot {n})	💾 セーブ完了 (スロット{n})	
btn.saveNow	버튼 라벨(짧게 — 잘림 주의)	라벨(명사구)		5	💾 저장	💾 Save	💾 セーブ	
btn.saveNow.title	버튼 라벨(짧게 — 잘림 주의)	라벨(명사구)		21	지금 저장 — 타이틀에서 다시 불러온다	Save now — this save can be loaded from the lobby	今すぐセーブ — タイトルからまた読み込める	
slot.new	세이브 슬롯 UI	시스템·다나까		14	✚ 새 게임 — 슬롯 선택	✚ New Game — choose a slot	✚ ニューゲーム — スロット選択	
slot.load	세이브 슬롯 UI	시스템·다나까		7	💾 불러오기	💾 Load	💾 ロード	
slot.empty	세이브 슬롯 UI	시스템·다나까		4	빈 슬롯	Empty slot	空きスロット	
slot.del.title	세이브 슬롯 UI	시스템·다나까		6	세이브 삭제	Delete save	セーブ削除	
slot.delConfirm	세이브 슬롯 UI	시스템·다나까	{n}	27	슬롯 {n}의 세이브를 지울까? 되돌릴 수 없다.	Delete the save in slot {n}? This cannot be undone.	スロット{n}のセーブを消す？元には戻せない。	
slot.newConfirm	세이브 슬롯 UI	시스템·다나까	{n}	29	슬롯 {n}의 기존 세이브를 덮어쓰고 새로 시작할까?	Overwrite the existing save in slot {n} and start anew?	スロット{n}の既存セーブを上書きして、新しく始める？	
slot.meta	세이브 슬롯 UI	시스템·다나까	{succ} {saved}	26	탐험 성공 {succ}회 · 저장 {saved}	{succ} successful expeditions · saved {saved}	探索成功 {succ}回 · セーブ {saved}	
slot.metaWp	세이브 슬롯 UI	시스템·다나까	{saved}	20	배경화면 모드 · 저장 {saved}	Wallpaper mode · saved {saved}	壁紙モード · セーブ {saved}	
title.continueInfo	타이틀 화면	라벨(명사구)	{slot} {day} {sicon} {semoji} {sname}	48	슬롯 {slot} · Day {day} {sicon} · {semoji} {sname}	Slot {slot} · Day {day} {sicon} · {semoji} {sname}	スロット{slot} · Day {day} {sicon} · {semoji} {sname}	
slot.hardBadge.title	세이브 슬롯 UI	시스템·다나까		5	생존 모드	Survival mode	サバイバルモード	
mode.pick.title	난이도 모드 선택 카드	시스템·다나까		11	어떤 겨울을 살아갈까	Choose Your Winter	どの冬を生きるか	
mode.normal	난이도 모드 선택 카드	시스템·다나까		6	🕯️ 코지	🕯️ Cozy	🕯️ コージー	
mode.normal.tag	난이도 모드 선택 카드	시스템·다나까		7	먼지 속 불씨	Embers in dust	塵の中の火種	
mode.normal.desc	난이도 모드 선택 카드	시스템·다나까		43	기본 밸런스. 느긋하게 셸터를 가꾸며 살아가는 겨울 — 서두르지 않아도 된다.	The standard balance. Tend your shelter at your own pace — no one is rushing you.	基本バランス。のんびりシェルターを整えて暮らす冬 — 急がなくてもいい。	
mode.hard	난이도 모드 선택 카드	시스템·다나까		5	🔥 생존	🔥 Survival	🔥 サバイバル	
mode.hard.tag	난이도 모드 선택 카드	시스템·다나까		18	폐허는 아무것도 거저 주지 않는다	The ruins give nothing for free	廃墟は何もただではくれない	
mode.hard.desc	난이도 모드 선택 카드	시스템·다나까		57	탐험 전리품 −30% · 배고픔/갈증 소모 +50% · 한파가 더 잦다. 첫 겨울이 진짜 시험이 된다.	Expedition loot −30% · hunger/thirst drain +50% · cold snaps strike more often. The first winter becomes a real test.	探索の戦利品 −30% · 空腹/渇きの消耗 +50% · 寒波がより頻繁に。最初の冬が本当の試練になる。	
mode.zen	난이도 모드 선택 카드	시스템·다나까		5	♾️ 무한	♾️ Endless	♾️ 無限	
mode.zen.tag	난이도 모드 선택 카드	시스템·다나까		26	끝도, 재촉도 없다 — 폐허의 시간은 내 것이다	No end, no rush — the ruins keep my hours	終わりも、催促もない — 廃墟の時間は私のものだ	
mode.zen.desc	난이도 모드 선택 카드	시스템·다나까		60	재촉도 끝도 없는 느긋한 밸런스에 넉넉한 시작 물자. 자동 진행이 처음부터 열려 있다. 느긋한 방치에 최적.	Easygoing balance with a generous start. Auto-play unlocked from day one. Made for idling.	急かされない、ゆったりバランスに余裕のある開始物資。自動進行が最初から開いている。のんびり放置に最適。	
mode.back	난이도 모드 선택 카드	시스템·다나까		4	◂ 뒤로	◂ Back	◂ 戻る	
slot.zenBadge.title	세이브 슬롯 UI	시스템·다나까		5	무한 모드	Endless mode	無限モード	
mode.hardcore	난이도 모드 선택 카드	시스템·다나까		5	❄️ 혹한	❄️ Whiteout	❄️ ホワイトアウト	
mode.hardcore.tag	난이도 모드 선택 카드	시스템·다나까		14	폐허는 두 번 묻지 않는다	The ruins do not bury you twice	廃墟は二度は葬らない	
mode.hardcore.desc	난이도 모드 선택 카드	시스템·다나까		62	생존 밸런스 그대로, 구제는 없다. 문 앞의 꾸러미도 헬기의 소리도 오지 않는다. 온기는 오직 손수 지핀 것뿐.	Survival balance, and no rescue. No parcel at the door, no sound of a helicopter. The only warmth is what you kindle yourself.	サバイバルのバランスのまま、救済はない。扉の前の包みも、ヘリの音も来ない。暖かさは自分の手で焚いたものだけ。	
mode.wallpaper	난이도 모드 선택 카드	시스템·다나까		8	🖼️ 배경화면	🖼️ Wallpaper	🖼️ 壁紙	
mode.wallpaper.tag	난이도 모드 선택 카드	시스템·다나까		13	살아남기 없이, 살아보기	To dwell, without surviving	生き延びずに、暮らしてみる	
mode.wallpaper.desc	난이도 모드 선택 카드	시스템·다나까		91	자원은 무한(∞), 셸터는 전부 열려 있다. 게이지도 겨울의 압박도 없이 배치와 꾸미기만 남는다. 계절과 날씨는 그저 흐른다 — 꾸민 집을 바탕화면에 켜두기 좋다.	Resources endless (∞), every shelter open. No gauges, no winter pressure — only placing and decorating. Seasons and weather simply drift by; a home to leave glowing on your desktop.	資源は無限(∞)、シェルターは全て開いている。ゲージも冬の圧迫もなく、配置と飾り付けだけが残る。季節と天気はただ流れる — 飾った家をデスクトップに灯しておくのにいい。	
mode.wallpaper.lock	난이도 모드 선택 카드	시스템·다나까		23	코지 모드로 첫 봄을 넘긴 사람의 것이다.	It belongs to those who have outlasted the first spring in Cozy.	コージーモードで最初の春を越えた者のものだ。	
